Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
1,-15.17972222,14.24972222,2015,1,1,1,2015-01-01,14.8,31.9,14.79,22.17,2.75,17.88,0,3.61,58.75,0.27,0.36,0.4
2,-15.17972222,14.24972222,2015,1,2,2,2015-01-02,15.52,31,16.29,22.33,3.17,19.12,0,3.66,71.94,0.27,0.36,0.4
3,-15.17972222,14.24972222,2015,1,3,3,2015-01-03,15.06,32.19,15.73,23.02,3.42,20,0,3.33,74.62,0.27,0.35,0.4
4,-15.17972222,14.24972222,2015,1,4,4,2015-01-04,13.33,34.9,17.42,25.27,3.66,19.5,0,3.09,68.75,0.27,0.35,0.4
5,-15.17972222,14.24972222,2015,1,5,5,2015-01-05,15.46,33.16,18.93,24.6,2.99,16.5,0,3.8,47.44,0.26,0.35,0.4
6,-15.17972222,14.24972222,2015,1,6,6,2015-01-06,17.23,34.18,16.1,24.25,2.75,16.12,0,3.3,52.44,0.26,0.35,0.4
7,-15.17972222,14.24972222,2015,1,7,7,2015-01-07,18.8,33.26,16.51,23.51,2.69,15.81,0,2.61,38.38,0.25,0.35,0.4
8,-15.17972222,14.24972222,2015,1,8,8,2015-01-08,12.07,28.94,16.94,21.8,2.75,17.56,0,2.75,34.62,0.25,0.35,0.4
9,-15.17972222,14.24972222,2015,1,9,9,2015-01-09,18.09,34.67,14.3,23.73,3.97,21.75,0,2.55,122.19,0.25,0.35,0.4
10,-15.17972222,14.24972222,2015,1,10,10,2015-01-10,12.74,33.72,18.62,25.86,5.31,26.5,0,2.01,129.06,0.25,0.35,0.4
11,-15.17972222,14.24972222,2015,1,11,11,2015-01-11,8.46,34.83,17.65,25.9,4.33,22.12,0,2.08,105.06,0.25,0.35,0.39
12,-15.17972222,14.24972222,2015,1,12,12,2015-01-12,11.46,33.66,18.83,25.05,4.46,24.38,0,1.78,68.5,0.25,0.35,0.39
13,-15.17972222,14.24972222,2015,1,13,13,2015-01-13,12.95,34.1,16.8,24.53,3.48,19.5,0,1.96,42.94,0.25,0.35,0.39
14,-15.17972222,14.24972222,2015,1,14,14,2015-01-14,19.25,34.67,17.12,25.07,3.6,19.88,0,2.18,36.81,0.24,0.35,0.39
15,-15.17972222,14.24972222,2015,1,15,15,2015-01-15,14.48,32.47,18.33,24.79,3.3,18.06,0,1.59,60.25,0.24,0.35,0.39
16,-15.17972222,14.24972222,2015,1,16,16,2015-01-16,16.65,34.56,17.79,25.91,3.66,19.25,0,1.48,167.62,0.23,0.35,0.39
17,-15.17972222,14.24972222,2015,1,17,17,2015-01-17,18.59,35.62,16.64,25.31,3.3,18.12,0,2.5,30.5,0.23,0.35,0.39
18,-15.17972222,14.24972222,2015,1,18,18,2015-01-18,19.05,35.51,16.83,25.34,3.36,17.81,0,3.51,34.75,0.23,0.35,0.39
19,-15.17972222,14.24972222,2015,1,19,19,2015-01-19,19.81,33.15,16.89,24.52,3.54,19.56,0,3,49.69,0.23,0.35,0.39
20,-15.17972222,14.24972222,2015,1,20,20,2015-01-20,20.35,34.06,16.52,24.69,3.23,17.88,0,2.16,86.62,0.22,0.35,0.39
21,-15.17972222,14.24972222,2015,1,21,21,2015-01-21,18.95,32.89,18.08,24.38,4.82,27,0,2.4,36.88,0.22,0.35,0.39
22,-15.17972222,14.24972222,2015,1,22,22,2015-01-22,11.04,31.8,19.55,24.71,4.15,22.12,0,2.96,45.94,0.22,0.35,0.39
23,-15.17972222,14.24972222,2015,1,23,23,2015-01-23,18,34.6,20.47,26.73,4.15,19.69,0,2.75,43.44,0.22,0.35,0.39
24,-15.17972222,14.24972222,2015,1,24,24,2015-01-24,16.39,35.55,20.39,26.89,3.72,17.69,0,3.18,25.94,0.21,0.35,0.39
25,-15.17972222,14.24972222,2015,1,25,25,2015-01-25,21.09,36.3,19.19,26.41,2.93,14.44,0,3.12,27.5,0.21,0.35,0.39
26,-15.17972222,14.24972222,2015,1,26,26,2015-01-26,20.59,35.64,17.55,25.86,2.69,14.06,0,3.9,53.69,0.2,0.35,0.39
27,-15.17972222,14.24972222,2015,1,27,27,2015-01-27,20.71,34.56,17.69,25.13,2.08,11.38,0,4.1,46.62,0.2,0.35,0.39
28,-15.17972222,14.24972222,2015,1,28,28,2015-01-28,18.27,34.56,18.17,25.53,1.77,9.19,0,4.09,52,0.2,0.35,0.38
29,-15.17972222,14.24972222,2015,1,29,29,2015-01-29,16.37,34.9,17.89,25.83,1.89,9.75,0,3.84,49.12,0.19,0.34,0.38
30,-15.17972222,14.24972222,2015,1,30,30,2015-01-30,20.57,34.55,19.23,25.99,2.01,10.38,0,3.76,42.38,0.19,0.34,0.38
31,-15.17972222,14.24972222,2015,1,31,31,2015-01-31,21.87,35.25,17.63,25.33,2.14,11.19,0,3.54,34,0.19,0.34,0.38
32,-15.17972222,14.24972222,2015,2,1,32,2015-02-01,18.86,34.19,16.23,24.4,2.32,13.06,0,3.1,76.5,0.19,0.34,0.38
33,-15.17972222,14.24972222,2015,2,2,33,2015-02-02,18.55,34.59,17.02,25.51,3.36,17.62,0,2.63,175.81,0.19,0.34,0.38
34,-15.17972222,14.24972222,2015,2,3,34,2015-02-03,21.95,32.8,18.95,24.47,5.92,33.81,0,2.5,262.31,0.19,0.34,0.38
35,-15.17972222,14.24972222,2015,2,4,35,2015-02-04,21.64,37.01,16.07,25.78,4.7,26.25,0,2.34,246.88,0.19,0.34,0.38
36,-15.17972222,14.24972222,2015,2,5,36,2015-02-05,19.58,36.95,19.65,27.09,4.7,22.94,0,2.92,229.75,0.19,0.34,0.38
37,-15.17972222,14.24972222,2015,2,6,37,2015-02-06,19.11,36.22,20.68,27.34,4.39,20.81,0,2.72,119.5,0.19,0.34,0.38
38,-15.17972222,14.24972222,2015,2,7,38,2015-02-07,21.96,40.13,19.69,29.13,4.09,18.56,0,2.58,155,0.19,0.34,0.38
39,-15.17972222,14.24972222,2015,2,8,39,2015-02-08,20.14,38.59,18.91,27.9,4.58,21.69,0,2.08,284.81,0.18,0.34,0.38
40,-15.17972222,14.24972222,2015,2,9,40,2015-02-09,22.01,38.15,18.15,27.26,6.35,32.69,0,3.18,330.06,0.18,0.34,0.38
41,-15.17972222,14.24972222,2015,2,10,41,2015-02-10,22.12,37.72,19.01,27.49,6.35,31.38,0,3.55,313.56,0.18,0.34,0.38
42,-15.17972222,14.24972222,2015,2,11,42,2015-02-11,22.19,38.76,19.69,28.16,5.31,25.38,0,3.45,254.19,0.18,0.34,0.38
43,-15.17972222,14.24972222,2015,2,12,43,2015-02-12,20.86,38.79,19.15,28.4,5.49,26.69,0,3.24,154.31,0.18,0.34,0.38
44,-15.17972222,14.24972222,2015,2,13,44,2015-02-13,22.45,37.12,21.13,28.75,5.37,24.38,0,4.85,210,0.18,0.34,0.38
45,-15.17972222,14.24972222,2015,2,14,45,2015-02-14,20.23,36.83,21.52,28.74,5.68,25.56,0,4.97,101.44,0.17,0.34,0.38
46,-15.17972222,14.24972222,2015,2,15,46,2015-02-15,21.08,38.73,22.67,29.94,5,20.56,0,3.54,48.44,0.17,0.34,0.38
47,-15.17972222,14.24972222,2015,2,16,47,2015-02-16,21.16,38.36,21.65,29.12,4.33,18.25,0,4.15,43.94,0.17,0.34,0.38
48,-15.17972222,14.24972222,2015,2,17,48,2015-02-17,20.05,37.21,21.67,29.15,4.33,18.5,0,4.38,24.06,0.17,0.34,0.38
49,-15.17972222,14.24972222,2015,2,18,49,2015-02-18,22.07,37.39,21.93,29.33,7.08,30,0,3.48,20,0.17,0.34,0.38
50,-15.17972222,14.24972222,2015,2,19,50,2015-02-19,22.2,34.58,21.63,27.62,6.53,29.19,0,3.97,197.25,0.17,0.34,0.38
51,-15.17972222,14.24972222,2015,2,20,51,2015-02-20,21.06,32.2,19.15,24.77,4.52,24.75,0,4.7,54.75,0.17,0.34,0.38
52,-15.17972222,14.24972222,2015,2,21,52,2015-02-21,21.84,32.08,16.01,23.52,3.78,22.88,0,4.7,25.56,0.17,0.34,0.38
53,-15.17972222,14.24972222,2015,2,22,53,2015-02-22,23.8,33.55,16.41,24.32,3.23,18.62,0,4.34,35.88,0.17,0.34,0.38
54,-15.17972222,14.24972222,2015,2,23,54,2015-02-23,24.19,36.66,17.8,26.65,3.05,14.62,0,3.44,36.88,0.17,0.34,0.38
55,-15.17972222,14.24972222,2015,2,24,55,2015-02-24,24.14,38.63,18.58,28.12,2.93,12.75,0,3.26,56.06,0.16,0.34,0.38
56,-15.17972222,14.24972222,2015,2,25,56,2015-02-25,24.45,38.44,18.52,27.86,2.14,10.06,0,3.34,22.56,0.16,0.34,0.38
57,-15.17972222,14.24972222,2015,2,26,57,2015-02-26,23.63,37.08,18.96,27.47,2.26,10.44,0,4.77,56.12,0.16,0.34,0.38
58,-15.17972222,14.24972222,2015,2,27,58,2015-02-27,20.13,35.56,19.4,26.83,1.95,9.56,0,5.21,62.12,0.16,0.34,0.38
59,-15.17972222,14.24972222,2015,2,28,59,2015-02-28,20.87,35.71,18.51,26.29,1.89,9.44,0,4.19,53.5,0.16,0.34,0.38
60,-15.17972222,14.24972222,2015,3,1,60,2015-03-01,24.34,35.93,18.13,26.26,2.01,10.06,0,3.78,43.62,0.15,0.34,0.38
61,-15.17972222,14.24972222,2015,3,2,61,2015-03-02,24.97,36.8,18.19,26.89,2.08,9.94,0,3.78,65.56,0.15,0.34,0.38
62,-15.17972222,14.24972222,2015,3,3,62,2015-03-03,24.66,37.39,19.65,27.87,2.81,12.62,0,3.46,62.81,0.15,0.34,0.38
63,-15.17972222,14.24972222,2015,3,4,63,2015-03-04,24.66,38.61,18.4,28.09,2.93,13.5,0,2.3,153.75,0.15,0.34,0.38
64,-15.17972222,14.24972222,2015,3,5,64,2015-03-05,24.32,38.9,18.15,28.36,3.23,15.38,0,1.59,182.56,0.15,0.34,0.38
65,-15.17972222,14.24972222,2015,3,6,65,2015-03-06,23.97,40.13,19.4,29.34,4.03,18.5,0,2.38,158.19,0.15,0.34,0.38
66,-15.17972222,14.24972222,2015,3,7,66,2015-03-07,21.45,40.59,19.76,30.03,3.91,17.31,0,2.47,100.25,0.15,0.34,0.38
67,-15.17972222,14.24972222,2015,3,8,67,2015-03-08,20.41,38.42,19.31,28.26,6.59,31.5,0,2.65,306.81,0.15,0.34,0.38
68,-15.17972222,14.24972222,2015,3,9,68,2015-03-09,18.46,33.69,20.11,25.98,7.87,40.81,0,2.91,297.25,0.16,0.34,0.38
69,-15.17972222,14.24972222,2015,3,10,69,2015-03-10,21.14,34.34,19.64,26.17,6.77,35.81,0,2.35,269.25,0.16,0.34,0.38
70,-15.17972222,14.24972222,2015,3,11,70,2015-03-11,21.06,38.27,20.49,29.4,6.9,28.94,0,2.46,256.38,0.16,0.34,0.38
71,-15.17972222,14.24972222,2015,3,12,71,2015-03-12,22.49,40.03,22.66,30.74,4.82,19.75,0,3.59,73.56,0.16,0.34,0.38
72,-15.17972222,14.24972222,2015,3,13,72,2015-03-13,23.87,40.85,23.59,31.8,4.88,16.94,0,3.61,61.19,0.15,0.34,0.38
73,-15.17972222,14.24972222,2015,3,14,73,2015-03-14,19.28,37.93,23.85,30.49,7.93,30.44,0,1.6,156.06,0.15,0.34,0.38
74,-15.17972222,14.24972222,2015,3,15,74,2015-03-15,20,36.82,23.8,30.23,6.96,28.19,0,1.01,184.5,0.16,0.34,0.38
75,-15.17972222,14.24972222,2015,3,16,75,2015-03-16,23.2,39.9,20.96,29.99,4.15,17.62,0,1.94,236.88,0.15,0.34,0.38
76,-15.17972222,14.24972222,2015,3,17,76,2015-03-17,24.69,40.4,20.97,30.27,4.58,20.06,0,2.64,249.06,0.15,0.34,0.38
77,-15.17972222,14.24972222,2015,3,18,77,2015-03-18,13.56,40.37,23.95,31.08,5.19,20.75,0,3.41,205.56,0.14,0.34,0.38
78,-15.17972222,14.24972222,2015,3,19,78,2015-03-19,23.17,38.7,22,30.03,4.94,20.62,0,2.95,291.88,0.14,0.34,0.38
79,-15.17972222,14.24972222,2015,3,20,79,2015-03-20,23.82,38.4,21.7,29.59,4.27,17.88,0,3.39,261.88,0.14,0.34,0.38
80,-15.17972222,14.24972222,2015,3,21,80,2015-03-21,22.66,34.59,20.85,26.9,5.55,27.44,0,3.3,305.31,0.14,0.34,0.38
81,-15.17972222,14.24972222,2015,3,22,81,2015-03-22,24.48,35.9,19.58,26.98,5.86,29.44,0,3.93,323.56,0.15,0.34,0.38
82,-15.17972222,14.24972222,2015,3,23,82,2015-03-23,23.11,34.73,18.98,25.98,5.98,31.44,0,4.88,332,0.15,0.34,0.38
83,-15.17972222,14.24972222,2015,3,24,83,2015-03-24,25.97,34.52,17.08,25.35,5.43,31.44,0,4.07,262.12,0.15,0.34,0.38
84,-15.17972222,14.24972222,2015,3,25,84,2015-03-25,25.41,36.4,17.65,27.1,3.85,18.69,0,3.4,97.31,0.15,0.34,0.38
85,-15.17972222,14.24972222,2015,3,26,85,2015-03-26,23.09,38.12,20.7,29.23,3.97,16.62,0,2.88,40.94,0.14,0.34,0.38
86,-15.17972222,14.24972222,2015,3,27,86,2015-03-27,24.5,40.69,20.94,30.94,4.46,16.94,0,2.37,139.25,0.14,0.34,0.38
87,-15.17972222,14.24972222,2015,3,28,87,2015-03-28,26.01,41.8,21.85,31.6,3.78,14.69,0,3.36,87.75,0.14,0.34,0.38
88,-15.17972222,14.24972222,2015,3,29,88,2015-03-29,26.77,39.5,23.9,30.84,2.75,10.56,0,5.05,51.31,0.13,0.34,0.38
89,-15.17972222,14.24972222,2015,3,30,89,2015-03-30,27.18,38.45,21.09,29.18,2.32,10.06,0,4.39,65.31,0.13,0.34,0.38
90,-15.17972222,14.24972222,2015,3,31,90,2015-03-31,26.78,39.01,19.48,28.96,2.32,9.94,0,3.41,60.38,0.13,0.34,0.38
91,-15.17972222,14.24972222,2015,4,1,91,2015-04-01,26.14,40.43,20.24,29.85,2.01,8.38,0,3.47,51.25,0.13,0.34,0.38
92,-15.17972222,14.24972222,2015,4,2,92,2015-04-02,27.25,41.38,19.95,30.97,2.01,7.62,0,2.55,52.5,0.12,0.34,0.38
93,-15.17972222,14.24972222,2015,4,3,93,2015-04-03,23,41.2,22.29,32.06,3.05,10.5,0,1.67,113.75,0.12,0.34,0.38
94,-15.17972222,14.24972222,2015,4,4,94,2015-04-04,23.63,41.62,23.35,32,5.31,19.19,0,1.75,195.62,0.12,0.34,0.38
95,-15.17972222,14.24972222,2015,4,5,95,2015-04-05,24.86,40.9,23.58,31.87,7.08,27.94,0,1.88,148.88,0.12,0.34,0.38
96,-15.17972222,14.24972222,2015,4,6,96,2015-04-06,25.13,40.23,21.73,30.84,7.81,31.19,0,2.37,261.75,0.13,0.34,0.38
97,-15.17972222,14.24972222,2015,4,7,97,2015-04-07,25.91,41.26,21.78,31.01,6.41,27,0,3.1,237.69,0.13,0.34,0.38
98,-15.17972222,14.24972222,2015,4,8,98,2015-04-08,25.35,42.48,21.92,31.87,5.37,21.94,0,3.71,146.69,0.13,0.34,0.38
99,-15.17972222,14.24972222,2015,4,9,99,2015-04-09,19.99,43.45,23.19,32.93,4.58,16.44,0,3.62,106.31,0.12,0.34,0.38
100,-15.17972222,14.24972222,2015,4,10,100,2015-04-10,22.42,42.3,23.78,32.82,5.49,18.5,0,2.91,102.56,0.12,0.34,0.38
101,-15.17972222,14.24972222,2015,4,11,101,2015-04-11,25.4,42.55,23.9,32.93,7.2,26.69,0,2.2,177.19,0.12,0.34,0.37
102,-15.17972222,14.24972222,2015,4,12,102,2015-04-12,26.37,43.07,22.48,32.55,5.86,24.56,0,2.4,150.88,0.12,0.34,0.37
103,-15.17972222,14.24972222,2015,4,13,103,2015-04-13,19.72,42.28,22.23,32.39,6.59,25.69,0,2.12,191.31,0.12,0.34,0.37
104,-15.17972222,14.24972222,2015,4,14,104,2015-04-14,20.6,39.65,23.76,31.25,9.22,35.62,0,3.33,236.75,0.12,0.34,0.37
105,-15.17972222,14.24972222,2015,4,15,105,2015-04-15,20.88,41.21,24.28,32.59,8.73,31.62,0,2.03,205.5,0.13,0.34,0.37
106,-15.17972222,14.24972222,2015,4,16,106,2015-04-16,19.87,40.72,24.82,32.15,8.61,31,0,2.2,227.75,0.13,0.34,0.37
107,-15.17972222,14.24972222,2015,4,17,107,2015-04-17,21.86,40.21,23.41,31.09,8.67,34.56,0,3.12,260.75,0.13,0.34,0.37
108,-15.17972222,14.24972222,2015,4,18,108,2015-04-18,23.48,41.09,22.14,31.09,8.12,34.06,0,2.91,263.56,0.13,0.34,0.37
109,-15.17972222,14.24972222,2015,4,19,109,2015-04-19,23.64,42.22,22.74,31.57,7.08,28.88,0,3.02,237.44,0.13,0.34,0.37
110,-15.17972222,14.24972222,2015,4,20,110,2015-04-20,24.1,40.97,21.37,30.64,7.63,33.06,0,2.27,265.12,0.13,0.34,0.37
111,-15.17972222,14.24972222,2015,4,21,111,2015-04-21,22.9,40.24,21.68,30.59,7.69,32.62,0,2.11,224.12,0.13,0.34,0.37
112,-15.17972222,14.24972222,2015,4,22,112,2015-04-22,22.13,42.66,22.32,32.44,6.23,25.06,0,2.05,186.56,0.13,0.34,0.37
113,-15.17972222,14.24972222,2015,4,23,113,2015-04-23,21.71,41.56,23.43,31.8,5.68,21.75,0,2.2,232.62,0.12,0.34,0.37
114,-15.17972222,14.24972222,2015,4,24,114,2015-04-24,25.26,43.24,22.47,31.94,7.75,32.94,0,2.67,200.06,0.12,0.34,0.37
115,-15.17972222,14.24972222,2015,4,25,115,2015-04-25,26.43,41.87,21.9,31.43,9.52,39.56,0,3.24,238.31,0.12,0.34,0.37
116,-15.17972222,14.24972222,2015,4,26,116,2015-04-26,26.21,41.62,21.74,31.02,9.16,39.44,0,3.81,258.5,0.12,0.34,0.37
117,-15.17972222,14.24972222,2015,4,27,117,2015-04-27,25.53,40.58,21.25,30.19,10.01,44,0,4.53,249.5,0.12,0.34,0.37
118,-15.17972222,14.24972222,2015,4,28,118,2015-04-28,23.62,39.79,21.82,30.55,10.38,42.56,0,3.77,257.75,0.13,0.34,0.37
119,-15.17972222,14.24972222,2015,4,29,119,2015-04-29,24.9,41.05,22.63,31.37,9.7,38.5,0,2.89,295.94,0.13,0.34,0.37
120,-15.17972222,14.24972222,2015,4,30,120,2015-04-30,22.34,40,23.65,31.38,9.4,37,0,2.66,245.94,0.13,0.34,0.37
121,-15.17972222,14.24972222,2015,5,1,121,2015-05-01,24.86,42.32,23.31,32.36,9.7,37.5,0,3.62,241.5,0.13,0.34,0.37
122,-15.17972222,14.24972222,2015,5,2,122,2015-05-02,21.37,39.94,23.02,30.98,9.89,40.06,0,4.02,261.5,0.13,0.34,0.37
123,-15.17972222,14.24972222,2015,5,3,123,2015-05-03,21.39,40.13,22.66,31.03,9.58,39.75,0,3.6,276.69,0.13,0.34,0.37
124,-15.17972222,14.24972222,2015,5,4,124,2015-05-04,16.17,43.4,22.82,32.38,6.96,30.94,0,3.51,171.06,0.13,0.34,0.37
