Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
1,CRDA1201,RICER048,1,1,2012-06-01,1,8.2,12,12.9,21.3,42.6,0.21,34.1,24.6,29.1,30.7,19.8,29.1,30.7,102,393.6,0,0,NA,2012-06-01
2,CRDA1201,RICER048,1,1,2012-06-02,2,5.2,12,12.9,21.6,43.2,0.19,36,25,30.3,32.1,19.1,30.3,32.1,112,393.6,0,0,NA,2012-06-02
3,CRDA1201,RICER048,1,1,2012-06-03,3,0.7,12,12.9,22.3,44.6,0.17,36.3,23.1,29.4,31.6,16.4,29.4,31.6,123,393.6,0,0,NA,2012-06-03
4,CRDA1201,RICER048,1,1,2012-06-04,4,1.2,12,12.9,22.1,44.2,0.17,34.6,23.9,29,30.8,18.5,29,30.8,126,393.6,0,0,NA,2012-06-04
5,CRDA1201,RICER048,1,1,2012-06-05,5,1.5,12,12.9,21.3,42.6,0.2,36.4,23.8,29.8,31.9,17.7,29.8,31.9,97,393.6,0,0,NA,2012-06-05
6,CRDA1201,RICER048,1,1,2012-06-06,6,3.7,12,12.9,18.9,37.8,0.29,33.3,24.8,28.9,30.2,20.1,28.9,30.2,117,393.6,0,0,NA,2012-06-06
7,CRDA1201,RICER048,1,1,2012-06-07,7,1.3,12,12.9,22.6,45.2,0.15,34.5,25.1,29.6,31.1,20.2,29.6,31.1,104,393.6,0,0,NA,2012-06-07
8,CRDA1201,RICER048,1,1,2012-06-08,8,2.1,12,12.9,19,38,0.29,35.3,25.4,30.1,31.7,20,30.1,31.7,153,393.6,0,0,NA,2012-06-08
9,CRDA1201,RICER048,1,1,2012-06-09,9,1.2,12,12.9,19.7,39.4,0.26,34.7,24.8,29.5,31.1,19.4,29.5,31.1,163,393.6,0,0,NA,2012-06-09
10,CRDA1201,RICER048,1,1,2012-06-10,10,2.7,12,12.9,19.1,38.2,0.28,34.4,24.6,29.3,30.9,19.7,29.3,30.9,131,393.6,0,0,NA,2012-06-10
11,CRDA1201,RICER048,1,1,2012-06-11,11,1.3,12,12.9,21.1,42.2,0.21,36,24.4,29.9,31.8,18.8,29.9,31.8,102,393.6,0,0,NA,2012-06-11
12,CRDA1201,RICER048,1,1,2012-06-12,12,2.1,12,12.9,24.1,48.2,0.09,37.5,23.9,30.4,32.6,17,30.4,32.6,99,393.6,0,0,NA,2012-06-12
13,CRDA1201,RICER048,1,1,2012-06-13,13,4.1,12,12.9,21,42,0.21,36.7,24.7,30.4,32.4,18.1,30.4,32.4,90,393.6,0,0,NA,2012-06-13
14,CRDA1201,RICER048,1,1,2012-06-14,14,1.7,12,12.9,19.5,39,0.27,33.2,25.5,29.2,30.4,20.3,29.2,30.4,118,393.6,0,0,NA,2012-06-14
15,CRDA1201,RICER048,1,1,2012-06-15,15,0,12,12.9,24,48,0.1,37.7,24.8,31,33.1,17.1,31,33.1,106,393.8,0,0,NA,2012-06-15
16,CRDA1201,RICER048,1,1,2012-06-16,16,0,12,12.9,23.8,47.6,0.1,37.2,23.7,30.2,32.4,17.1,30.2,32.4,119,393.8,0,0,NA,2012-06-16
17,CRDA1201,RICER048,1,1,2012-06-17,17,0.3,12,12.9,21.3,42.6,0.2,35.9,24.8,30.1,31.9,18.7,30.1,31.9,105,393.8,0,0,NA,2012-06-17
18,CRDA1201,RICER048,1,1,2012-06-18,18,0.9,12,12.9,20.9,41.8,0.21,34,25.6,29.6,31,19.2,29.6,31,88,393.8,0,0,NA,2012-06-18
19,CRDA1201,RICER048,1,1,2012-06-19,19,1,12,12.9,24,48,0.1,36.4,24.6,30.2,32.2,18.1,30.2,32.2,173,393.8,0,0,NA,2012-06-19
20,CRDA1201,RICER048,1,1,2012-06-20,20,2.9,12,12.9,21.8,43.6,0.18,33.3,26.2,29.6,30.8,21.3,29.6,30.8,149,393.8,0,0,NA,2012-06-20
21,CRDA1201,RICER048,1,1,2012-06-21,21,0.8,12,12.9,18.8,37.6,0.29,33.8,25.5,29.5,30.8,20.7,29.5,30.8,124,393.8,0,0,NA,2012-06-21
22,CRDA1201,RICER048,1,1,2012-06-22,22,2.7,12,12.9,21.8,43.6,0.18,35.5,25,30,31.7,19.4,30,31.7,109,393.8,0,0,NA,2012-06-22
23,CRDA1201,RICER048,1,1,2012-06-23,23,3.6,12,12.9,19.4,38.8,0.27,32.5,25.7,29,30.1,21.4,29,30.1,98,393.8,0,0,NA,2012-06-23
24,CRDA1201,RICER048,1,1,2012-06-24,24,154.4,12,12.9,21.1,42.2,0.21,29.5,24.5,26.9,27.7,22.6,26.9,27.7,134,393.8,0,0,NA,2012-06-24
25,CRDA1201,RICER048,1,1,2012-06-25,25,20.9,12,12.9,18.9,37.8,0.29,30.4,24,27.1,28.1,21.4,27.1,28.1,156,393.8,0,0,NA,2012-06-25
26,CRDA1201,RICER048,1,1,2012-06-26,26,49.9,12,12.9,21.5,43,0.19,30.4,23.6,26.9,28,21.3,26.9,28,125,393.8,0,0,NA,2012-06-26
27,CRDA1201,RICER048,1,1,2012-06-27,27,3.3,12,12.9,22.3,44.6,0.16,31.5,23.6,27.4,28.7,20.5,27.4,28.7,142,393.8,0,0,NA,2012-06-27
28,CRDA1201,RICER048,1,1,2012-06-28,28,0.4,12,12.9,23.1,46.2,0.13,31.9,23.1,27.3,28.7,19.7,27.3,28.7,127,393.8,0,0,NA,2012-06-28
29,CRDA1201,RICER048,1,1,2012-06-29,29,2.8,12,12.9,19.3,38.6,0.28,32.3,23.2,27.6,29,19.7,27.6,29,97,393.8,0,0,NA,2012-06-29
30,CRDA1201,RICER048,1,1,2012-06-30,30,3.2,12,12.9,15.7,31.4,0.41,29.2,24.2,26.6,27.4,21.7,26.6,27.4,114,393.8,0,0,NA,2012-06-30
31,CRDA1201,RICER048,1,1,2012-07-01,31,12.4,12,12.9,15.4,30.8,0.42,29.5,24.7,27,27.8,22.5,27,27.8,127,393.8,0,0,NA,2012-07-01
32,CRDA1201,RICER048,1,1,2012-07-02,32,5.4,12,12.9,17.6,35.2,0.34,29.8,24,26.8,27.7,21.3,26.8,27.7,65,393.8,0,0,NA,2012-07-02
33,CRDA1201,RICER048,1,1,2012-07-03,33,9.2,12,12.9,16.5,33,0.38,28.2,24.4,26.2,26.8,22.9,26.2,26.8,96,393.8,0,0,NA,2012-07-03
34,CRDA1201,RICER048,1,1,2012-07-04,34,1.4,12,12.9,21.1,42.2,0.21,30.7,24.5,27.5,28.5,22,27.5,28.5,79,393.8,0,0,NA,2012-07-04
35,CRDA1201,RICER048,1,1,2012-07-05,35,2.3,12,12.9,18.3,36.6,0.32,33,24.8,28.7,30.1,21.4,28.7,30.1,98,393.8,0,0,NA,2012-07-05
36,CRDA1201,RICER048,1,1,2012-07-06,36,0.5,12,12.9,17.7,35.4,0.34,30.9,24.7,27.7,28.7,21.6,27.7,28.7,152,393.8,0,0,NA,2012-07-06
37,CRDA1201,RICER048,1,1,2012-07-07,37,0.6,12,12.9,18.1,36.2,0.32,30.7,24.9,27.7,28.6,21.5,27.7,28.6,177,393.8,0,0,NA,2012-07-07
38,CRDA1201,RICER048,1,1,2012-07-08,38,1.5,12,12.9,20.5,41,0.23,31.2,24.4,27.7,28.8,21.1,27.7,28.8,152,393.8,0,0,NA,2012-07-08
39,CRDA1201,RICER048,1,1,2012-07-09,39,1.1,12,12.9,18,36,0.33,30.8,24.4,27.5,28.5,21.4,27.5,28.5,89,393.8,0,0,NA,2012-07-09
40,CRDA1201,RICER048,1,1,2012-07-10,40,2,12,12.9,20.6,41.2,0.23,31.1,24.4,27.6,28.7,21.5,27.6,28.7,88,393.8,0,0,NA,2012-07-10
41,CRDA1201,RICER048,1,1,2012-07-11,41,2.1,12,12.9,18.2,36.4,0.32,32.9,24.7,28.6,30,20.9,28.6,30,112,393.8,0,0,NA,2012-07-11
42,CRDA1201,RICER048,1,1,2012-07-12,42,1.2,12,12.9,20.6,41.2,0.23,32.2,25.1,28.5,29.7,21.8,28.5,29.7,140,393.8,0,0,NA,2012-07-12
43,CRDA1201,RICER048,1,1,2012-07-13,43,1,12,12.9,15,30,0.44,29.6,25.1,27.3,28,22.4,27.3,28,143,393.8,0,0,NA,2012-07-13
44,CRDA1201,RICER048,1,1,2012-07-14,44,10.5,12,12.9,17.1,34.2,0.37,28.7,24.8,26.7,27.3,22.7,26.7,27.3,128,393.8,0,0,NA,2012-07-14
45,CRDA1201,RICER048,1,1,2012-07-15,45,20.6,12,12.9,16.1,32.2,0.4,29.8,24.3,26.9,27.8,22,26.9,27.8,130,394.1,0,0,NA,2012-07-15
46,CRDA1201,RICER048,1,1,2012-07-16,46,5,12,12.9,13.7,27.4,0.49,27.2,24.4,25.7,26.2,22.6,25.7,26.2,106,394.1,0,0,NA,2012-07-16
47,CRDA1201,RICER048,1,1,2012-07-17,47,9.8,12,12.9,20.7,41.4,0.23,31.1,23.6,27.2,28.4,20.5,27.2,28.4,65,394.1,0,0,NA,2012-07-17
48,CRDA1201,RICER048,1,1,2012-07-18,48,6.7,12,12.9,9.8,19.6,0.64,27.9,23.8,25.8,26.4,21.7,25.8,26.4,106,394.1,0,0,NA,2012-07-18
49,CRDA1201,RICER048,1,1,2012-07-19,49,1.4,12,12.9,19.1,38.2,0.3,32.1,23.2,27.5,28.9,19.6,27.5,28.9,77,394.1,0,0,NA,2012-07-19
50,CRDA1201,RICER048,1,1,2012-07-20,50,7.2,12,12.9,21.4,42.8,0.21,31.5,24.2,27.7,28.9,21.3,27.7,28.9,108,394.1,0,0,NA,2012-07-20
51,CRDA1201,RICER048,1,1,2012-07-21,51,8.5,12,12.9,13.4,26.8,0.51,31,24.4,27.6,28.6,21.8,27.6,28.6,66,394.1,0,0,NA,2012-07-21
52,CRDA1201,RICER048,1,1,2012-07-22,52,7.3,12,12.9,17.5,35,0.36,30.7,24.7,27.6,28.5,21.9,27.6,28.5,160,394.1,0,0,NA,2012-07-22
53,CRDA1201,RICER048,1,1,2012-07-23,53,7.4,12,12.9,21.4,42.8,0.21,29,24.5,26.7,27.4,22.5,26.7,27.4,116,394.1,0,0,NA,2012-07-23
54,CRDA1201,RICER048,1,1,2012-07-24,54,6.3,12,12.9,20.6,41.2,0.24,31.6,23.5,27.4,28.7,20.6,27.4,28.7,91,394.1,0,0,NA,2012-07-24
55,CRDA1201,RICER048,1,1,2012-07-25,55,4.1,12,12.9,7.6,15.2,0.72,31.2,24.2,27.5,28.7,21.4,27.5,28.7,97,394.1,0,0,NA,2012-07-25
56,CRDA1201,RICER048,1,1,2012-07-26,56,4.8,12,12.8,22.2,44.4,0.19,30.9,24.4,27.5,28.6,22,27.5,28.6,103,394.1,0,0,NA,2012-07-26
57,CRDA1201,RICER048,1,1,2012-07-27,57,2.1,12,12.8,22.7,45.4,0.17,33.1,23.6,28.1,29.7,20.3,28.1,29.7,91,394.1,0,0,NA,2012-07-27
58,CRDA1201,RICER048,1,1,2012-07-28,58,3.9,12,12.8,19.3,38.6,0.3,29.8,24.7,27.1,28,22.5,27.1,28,73,394.1,0,0,NA,2012-07-28
59,CRDA1201,RICER048,1,1,2012-07-29,59,16.1,12,12.8,13.8,27.6,0.5,29.9,24.5,27.1,28,22,27.1,28,140,394.1,0,0,NA,2012-07-29
60,CRDA1201,RICER048,1,1,2012-07-30,60,13.8,12,12.8,17.5,35,0.36,29.4,24.3,26.7,27.6,22.3,26.7,27.6,110,394.1,0,0,NA,2012-07-30
61,CRDA1201,RICER048,1,1,2012-07-31,61,6.2,12,12.8,18.4,36.8,0.33,30.7,23.6,27,28.2,20.4,27,28.2,105,394.1,0,0,NA,2012-07-31
62,CRDA1201,RICER048,1,1,2012-08-01,62,11.9,12,12.8,19,38,0.31,29.3,24.3,26.7,27.5,22.2,26.7,27.5,145,394.1,0,0,NA,2012-08-01
63,CRDA1201,RICER048,1,1,2012-08-02,63,23,12,12.8,12.5,25,0.55,28.4,24.2,26.2,26.9,22.4,26.2,26.9,133,394.1,0,0,NA,2012-08-02
64,CRDA1201,RICER048,1,1,2012-08-03,64,7.2,12,12.8,14.4,28.8,0.48,28.5,24.1,26.2,26.9,22.1,26.2,26.9,159,394.1,0,0,NA,2012-08-03
65,CRDA1201,RICER048,1,1,2012-08-04,65,12.3,12,12.8,11.1,22.2,0.6,28.3,23.9,26,26.7,21.9,26,26.7,121,394.1,0,0,NA,2012-08-04
66,CRDA1201,RICER048,1,1,2012-08-05,66,10.1,12,12.8,14.9,29.8,0.46,28.9,23.6,26.1,27,21.8,26.1,27,102,394.1,0,0,NA,2012-08-05
67,CRDA1201,RICER048,1,1,2012-08-06,67,5.9,12,12.8,16.6,33.2,0.4,29.4,23.7,26.4,27.4,21.8,26.4,27.4,105,394.1,0,0,NA,2012-08-06
68,CRDA1201,RICER048,1,1,2012-08-07,68,7.7,12,12.8,18.7,37.4,0.33,30.6,23.7,27,28.1,21.5,27,28.1,142,394.1,0,0,NA,2012-08-07
69,CRDA1201,RICER048,1,1,2012-08-08,69,3.3,12,12.8,13,26,0.53,29.9,24.2,26.9,27.9,21.8,26.9,27.9,109,394.1,0,0,NA,2012-08-08
70,CRDA1201,RICER048,1,1,2012-08-09,70,25.2,12,12.8,13.9,27.8,0.5,29.5,24.1,26.7,27.6,22.1,26.7,27.6,115,394.1,0,0,NA,2012-08-09
71,CRDA1201,RICER048,1,1,2012-08-10,71,24.2,12,12.8,10,20,0.64,28.7,24.1,26.3,27,22.4,26.3,27,178,394.1,0,0,NA,2012-08-10
72,CRDA1201,RICER048,1,1,2012-08-11,72,24.7,12,12.8,14,28,0.5,27.9,24.2,26,26.6,23,26,26.6,122,394.1,0,0,NA,2012-08-11
73,CRDA1201,RICER048,1,1,2012-08-12,73,12.5,12,12.8,15,30,0.47,29.3,23.8,26.4,27.3,22,26.4,27.3,97,394.1,0,0,NA,2012-08-12
74,CRDA1201,RICER048,1,1,2012-08-13,74,42.9,12,12.8,10.8,21.6,0.62,26.6,24.3,25.4,25.8,23.4,25.4,25.8,140,394.1,0,0,NA,2012-08-13
75,CRDA1201,RICER048,1,1,2012-08-14,75,31.5,12,12.8,14.9,29.8,0.47,27.3,24.2,25.7,26.2,22.8,25.7,26.2,210,394.1,0,0,NA,2012-08-14
76,CRDA1201,RICER048,1,1,2012-08-15,76,13.8,12,12.8,10,20,0.64,28.3,24,26.1,26.8,22.1,26.1,26.8,163,394.3,0,0,NA,2012-08-15
77,CRDA1201,RICER048,1,1,2012-08-16,77,56.2,12,12.8,11.9,23.8,0.58,27,24.2,25.5,26,23.1,25.5,26,157,394.3,0,0,NA,2012-08-16
78,CRDA1201,RICER048,1,1,2012-08-17,78,34.6,12,12.8,9.2,18.4,0.67,27.8,23.9,25.8,26.4,22.4,25.8,26.4,139,394.3,0,0,NA,2012-08-17
79,CRDA1201,RICER048,1,1,2012-08-18,79,24.9,12,12.8,10.4,20.8,0.63,26.9,23.8,25.3,25.8,22.7,25.3,25.8,183,394.3,0,0,NA,2012-08-18
80,CRDA1201,RICER048,1,1,2012-08-19,80,10.8,12,12.8,22.2,44.4,0.22,29.7,23.5,26.5,27.5,21.6,26.5,27.5,82,394.3,0,0,NA,2012-08-19
81,CRDA1201,RICER048,1,1,2012-08-20,81,28.1,12,12.8,17.8,35.6,0.37,28.8,23.8,26.2,27,22.4,26.2,27,112,394.3,0,0,NA,2012-08-20
82,CRDA1201,RICER048,1,1,2012-08-21,82,22,12,12.8,7.4,14.8,0.74,27.6,23.6,25.5,26.2,22.3,25.5,26.2,123,394.3,0,0,NA,2012-08-21
83,CRDA1201,RICER048,1,1,2012-08-22,83,13,12,12.8,16,32,0.44,26.5,23.1,24.7,25.3,21.9,24.7,25.3,128,394.3,0,0,NA,2012-08-22
84,CRDA1201,RICER048,1,1,2012-08-23,84,9.5,12,12.8,16.1,32.2,0.43,28.5,23.4,25.8,26.7,21.9,25.8,26.7,139,394.3,0,0,NA,2012-08-23
85,CRDA1201,RICER048,1,1,2012-08-24,85,13.3,12,12.8,19.4,38.8,0.32,28.1,23.7,25.8,26.5,22.3,25.8,26.5,95,394.3,0,0,NA,2012-08-24
86,CRDA1201,RICER048,1,1,2012-08-25,86,11.4,12,12.8,17.2,34.4,0.4,28.1,24.1,26,26.7,22.9,26,26.7,77,394.3,0,0,NA,2012-08-25
87,CRDA1201,RICER048,1,1,2012-08-26,87,13,12,12.8,17.9,35.8,0.37,30.8,24.4,27.5,28.5,22.7,27.5,28.5,58,394.3,0,0,NA,2012-08-26
88,CRDA1201,RICER048,1,1,2012-08-27,88,6.8,12,12.8,17.7,35.4,0.38,28.9,24.6,26.7,27.4,22.9,26.7,27.4,61,394.3,0,0,NA,2012-08-27
89,CRDA1201,RICER048,1,1,2012-08-28,89,4.3,12,12.8,18.7,37.4,0.35,30.1,24.2,27,28,22.3,27,28,80,394.3,0,0,NA,2012-08-28
90,CRDA1201,RICER048,1,1,2012-08-29,90,2.1,12,12.8,23.3,46.6,0.19,30.6,24,27.2,28.2,21.9,27.2,28.2,76,394.3,0,0,NA,2012-08-29
91,CRDA1201,RICER048,1,1,2012-08-30,91,4.1,12,12.8,17.8,35.6,0.38,28.2,24.2,26.1,26.8,22.9,26.1,26.8,95,394.3,0,0,NA,2012-08-30
92,CRDA1201,RICER048,1,1,2012-08-31,92,3.2,12,12.8,18.2,36.4,0.37,30.4,23.3,26.7,27.9,20.8,26.7,27.9,62,394.3,0,0,NA,2012-08-31
93,CRDA1201,RICER048,1,1,2012-09-01,93,4.7,12,12.8,20.2,40.4,0.3,30.1,23.9,26.9,27.9,21.8,26.9,27.9,102,394.3,0,0,NA,2012-09-01
94,CRDA1201,RICER048,1,1,2012-09-02,94,12.5,12,12.8,12.2,24.4,0.58,28.5,24.3,26.3,27,22.8,26.3,27,129,394.3,0,0,NA,2012-09-02
95,CRDA1201,RICER048,1,1,2012-09-03,95,4.1,12,12.8,18.4,36.8,0.36,28.9,24.3,26.5,27.2,22.6,26.5,27.2,106,394.3,0,0,NA,2012-09-03
96,CRDA1201,RICER048,1,1,2012-09-04,96,2.6,12,12.8,23.3,46.6,0.19,30.3,23.2,26.6,27.8,20.7,26.6,27.8,104,394.3,0,0,NA,2012-09-04
97,CRDA1201,RICER048,1,1,2012-09-05,97,12,12,12.8,19.1,38.2,0.34,29.6,23.9,26.6,27.6,22.1,26.6,27.6,134,394.3,0,0,NA,2012-09-05
98,CRDA1201,RICER048,1,1,2012-09-06,98,16.2,12,12.8,14.2,28.4,0.51,27.8,24.8,26.2,26.7,23.7,26.2,26.7,105,394.3,0,0,NA,2012-09-06
99,CRDA1201,RICER048,1,1,2012-09-07,99,10.3,12,12.8,18,36,0.38,27.5,24.3,25.8,26.4,23.1,25.8,26.4,148,394.3,0,0,NA,2012-09-07
100,CRDA1201,RICER048,1,1,2012-09-08,100,21.3,12,12.8,17.8,35.6,0.38,29.4,24.1,26.6,27.5,22.5,26.6,27.5,113,394.3,0,0,NA,2012-09-08
101,CRDA1201,RICER048,1,1,2012-09-09,101,24.4,12,12.8,22.3,44.6,0.23,29.3,23.7,26.4,27.3,21.9,26.4,27.3,80,394.3,0,0,NA,2012-09-09
102,CRDA1201,RICER048,1,1,2012-09-10,102,13.4,12,12.8,18.1,36.2,0.37,28.5,23.5,25.9,26.7,22,25.9,26.7,156,394.3,0,0,NA,2012-09-10
103,CRDA1201,RICER048,1,1,2012-09-11,103,12.5,12,12.8,16.5,33,0.43,27.4,23.9,25.6,26.1,22.6,25.6,26.1,100,394.3,0,0,NA,2012-09-11
104,CRDA1201,RICER048,1,1,2012-09-12,104,12.6,12,12.8,19.5,39,0.33,30.2,23.1,26.5,27.7,21.5,26.5,27.7,93,394.3,0,0,NA,2012-09-12
105,CRDA1201,RICER048,1,1,2012-09-13,105,11,12,12.8,18.3,36.6,0.37,28.5,24.5,26.4,27.1,23.4,26.4,27.1,72,394.3,0,0,NA,2012-09-13
106,CRDA1201,RICER048,1,1,2012-09-14,106,9.6,12,12.8,19.8,39.6,0.32,28.3,24.1,26.1,26.8,22.9,26.1,26.8,74,394.3,0,0,NA,2012-09-14
107,CRDA1201,RICER048,1,1,2012-09-15,107,7.9,12,12.8,17,34,0.41,29.7,23.7,26.6,27.5,21.9,26.6,27.5,80,394.5,0,0,NA,2012-09-15
108,CRDA1201,RICER048,1,1,2012-09-16,108,16.8,12,12.8,11.3,22.6,0.61,27.1,24.4,25.7,26.1,23.6,25.7,26.1,102,394.5,0,0,NA,2012-09-16
109,CRDA1201,RICER048,1,1,2012-09-17,109,13.8,12,12.8,19.3,38.6,0.33,27.5,24,25.7,26.2,23,25.7,26.2,146,394.5,0,0,NA,2012-09-17
110,CRDA1201,RICER048,1,1,2012-09-18,110,11.1,12,12.8,11.9,23.8,0.59,27.1,23.6,25.3,25.8,22.7,25.3,25.8,112,394.5,0,0,NA,2012-09-18
111,CRDA1201,RICER048,1,1,2012-09-19,111,14.6,12,12.8,18,36,0.38,27.9,23.3,25.5,26.2,21.9,25.5,26.2,97,394.5,0,0,NA,2012-09-19
112,CRDA1201,RICER048,1,1,2012-09-20,112,8.6,12,12.8,20.9,41.8,0.28,29.1,24.2,26.5,27.3,22.3,26.5,27.3,80,394.5,0,0,NA,2012-09-20
113,CRDA1201,RICER048,1,1,2012-09-21,113,15.8,12,12.8,17.3,34.6,0.4,29.4,24.1,26.6,27.5,22.4,26.6,27.5,91,394.5,0,0,NA,2012-09-21
114,CRDA1201,RICER048,1,1,2012-09-22,114,12.1,12,12.8,17.6,35.2,0.39,28.6,24.6,26.5,27.2,22.4,26.5,27.2,64,394.5,0,0,NA,2012-09-22
115,CRDA1201,RICER048,1,1,2012-09-23,115,5.9,12,12.8,19,38,0.34,29.8,24.1,26.8,27.8,22,26.8,27.8,95,394.5,0,0,NA,2012-09-23
116,CRDA1201,RICER048,1,1,2012-09-24,116,7.2,12,12.8,20.2,40.4,0.3,29.7,24.3,26.9,27.8,22.4,26.9,27.8,89,394.5,0,0,NA,2012-09-24
117,CRDA1201,RICER048,1,1,2012-09-25,117,11,12,12.8,17.9,35.8,0.38,29.1,24.4,26.6,27.4,22.8,26.6,27.4,69,394.5,0,0,NA,2012-09-25
118,CRDA1201,RICER048,1,1,2012-09-26,118,2.3,12,12.8,20.8,41.6,0.28,30.5,23.9,27.1,28.1,21.9,27.1,28.1,88,394.5,0,0,NA,2012-09-26
119,CRDA1201,RICER048,1,1,2012-09-27,119,3.6,12,12.8,19.6,39.2,0.32,31,24,27.3,28.5,21.8,27.3,28.5,95,394.5,0,0,NA,2012-09-27
120,CRDA1201,RICER048,1,1,2012-09-28,120,5.9,12,12.8,20.6,41.2,0.29,29.8,24.2,26.9,27.8,22.5,26.9,27.8,67,394.5,0,0,NA,2012-09-28
121,CRDA1201,RICER048,1,1,2012-09-29,121,4.2,12,12.8,21.7,43.4,0.25,29.6,24.4,26.9,27.7,22.8,26.9,27.7,77,394.5,0,0,NA,2012-09-29
122,CRDA1201,RICER048,1,1,2012-09-30,122,3.2,12,12.8,14.6,29.2,0.49,27.4,24.6,25.9,26.4,23.4,25.9,26.4,87,394.5,0,0,NA,2012-09-30
123,CRDA1201,RICER048,1,1,2012-10-01,123,2.5,12,12.8,18.7,37.4,0.35,30.5,23.5,26.8,28,20.8,26.8,28,61,394.5,0,0,NA,2012-10-01
124,CRDA1201,RICER048,1,1,2012-10-02,124,7.8,12,12.8,19.9,39.8,0.31,30.1,24.3,27.1,28,22.1,27.1,28,88,394.5,0,0,NA,2012-10-02
125,CRDA1201,RICER048,1,1,2012-10-03,125,6.7,12,12.8,16.8,33.6,0.42,29.2,24.4,26.7,27.5,22.3,26.7,27.5,76,394.5,0,0,NA,2012-10-03
126,CRDA1201,RICER048,1,1,2012-10-04,126,6,12,12.8,20.8,41.6,0.28,29.9,24.1,26.9,27.8,21.9,26.9,27.8,76,394.5,0,0,NA,2012-10-04
127,CRDA1201,RICER048,1,1,2012-10-05,127,7.1,12,12.8,21.5,43,0.25,30.8,24.6,27.6,28.6,22.5,27.6,28.6,78,394.5,0,0,NA,2012-10-05
128,CRDA1201,RICER048,1,1,2012-10-06,128,10.9,12,12.8,17.9,35.8,0.38,27.8,24.8,26.2,26.7,23.7,26.2,26.7,72,394.5,0,0,NA,2012-10-06
129,CRDA1201,RICER048,1,1,2012-10-07,129,2,12,12.8,15.9,31.8,0.45,27.8,24.3,26,26.5,22.6,26,26.5,73,394.5,0,0,NA,2012-10-07
130,CRDA1201,RICER048,1,1,2012-10-08,130,4.6,12,12.8,18.9,37.8,0.34,30.2,25,27.5,28.3,22.5,27.5,28.3,60,394.5,0,0,NA,2012-10-08
131,CRDA1201,RICER048,1,1,2012-10-09,131,2.5,12,12.8,21.6,43.2,0.25,30.7,25.1,27.8,28.7,22.5,27.8,28.7,64,394.5,0,0,NA,2012-10-09
132,CRDA1201,RICER048,1,1,2012-10-10,132,2.1,12,12.8,21.8,43.6,0.24,30.1,24.8,27.3,28.2,22.8,27.3,28.2,90,394.5,0,0,NA,2012-10-10
133,CRDA1201,RICER048,1,1,2012-10-11,133,3,12,12.8,19.3,38.6,0.33,29.3,24.7,26.9,27.6,23.1,26.9,27.6,102,394.5,0,0,NA,2012-10-11
134,CRDA1201,RICER048,1,1,2012-10-12,134,4,12,12.8,20.4,40.8,0.29,29.5,24.3,26.8,27.6,22.6,26.8,27.6,79,394.5,0,0,NA,2012-10-12
135,CRDA1201,RICER048,1,1,2012-10-13,135,5.7,12,12.8,18.8,37.6,0.34,30.3,24.1,27.1,28.1,21.9,27.1,28.1,70,394.5,0,0,NA,2012-10-13
136,CRDA1201,RICER048,1,1,2012-10-14,136,5.2,12,12.8,20.8,41.6,0.27,29.9,24.8,27.2,28.1,22.5,27.2,28.1,71,394.5,0,0,NA,2012-10-14
137,CRDA1201,RICER048,1,1,2012-10-15,137,8.7,12,12.8,18.3,36.6,0.36,30.4,24.7,27.4,28.4,22.7,27.4,28.4,74,394.8,0,0,NA,2012-10-15
138,CRDA1201,RICER048,1,1,2012-10-16,138,3.8,12,12.8,22.6,45.2,0.21,30.6,24.6,27.5,28.4,22.6,27.5,28.4,88,394.8,0,0,NA,2012-10-16
139,CRDA1201,RICER048,1,1,2012-10-17,139,0.9,12,12.8,20.8,41.6,0.27,30.7,24.1,27.3,28.3,22,27.3,28.3,102,394.8,0,0,NA,2012-10-17
140,CRDA1201,RICER048,1,1,2012-10-18,140,1.1,12,12.8,22.2,44.4,0.22,30.3,23.7,26.9,27.9,21.7,26.9,27.9,97,394.8,0,0,NA,2012-10-18
141,CRDA1201,RICER048,1,1,2012-10-19,141,1.8,12,12.8,20.5,41,0.28,31,23.8,27.2,28.4,20.3,27.2,28.4,57,394.8,0,0,NA,2012-10-19
142,CRDA1201,RICER048,1,1,2012-10-20,142,1.4,12,12.8,21.4,42.8,0.25,30.8,24.1,27.3,28.4,21.4,27.3,28.4,85,394.8,0,0,NA,2012-10-20
143,CRDA1201,RICER048,1,1,2012-10-21,143,2.6,12,12.8,20.2,40.4,0.29,30.1,25.4,27.6,28.4,22.8,27.6,28.4,48,394.8,0,0,NA,2012-10-21
